"layer","database","host_module","pathway_id","pathway","p.adjust","genes","n_genes"
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04927","Cortisol synthesis and secretion",0.00216018678017551,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AGT;AGTR1;ATF6B;CACNA1C;CACNA1D;CACNA1F;CACNA1G;CACNA1H;CACNA1I;CREB3L1;CREB3L2;CREB3L3;CREB5;CYP11A1;CYP11B1;CYP17A1;GNA11;GNAQ;GNAS;ITPR1;ITPR2;ITPR3;KCNA4;KCNK2;KCNK3;LDLR;MC2R;MRAP;NCEH1;NR0B1;NR5A1;ORAI1;PBX1;PDE8B;PLCB1;PLCB2;PLCB4;POMC;PRKACA;SCARB1;STAR",48
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05223","Non-small cell lung cancer",0.00223270292481893,"AKT1;AKT2;AKT3;ALK;ARAF;BAD;BAK1;CASP9;CCND1;CDK4;CDK6;CDKN1A;E2F2;EGF;EGFR;EML4;ERBB2;FHIT;FOXO3;GADD45A;GADD45B;GRB2;HGF;JAK3;KIF5A;KIF5B;KIF5C;MAP2K2;MAPK3;MET;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG1;PLCG2;POLK;PRKCA;PRKCB;PRKCG;RARB;RASSF1;RASSF5;RET;RXRA;RXRB;RXRG;STAT3;STAT5A;STAT5B;TGFA;TP53",53
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04930","Type II diabetes mellitus",0.00332733559211146,"ABCC8;ADIPOQ;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1G;GCK;HK1;HK2;HK3;IKBKB;INS;INSR;IRS1;IRS2;IRS4;KCNJ11;MAFA;MAPK10;MAPK3;MTOR;PDX1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PKLR;PRKCE;PRKCZ;SLC2A2;SLC2A4;SOCS1;SOCS2;TNF",36
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05225","Hepatocellular carcinoma",0.00355968303137874,"ACTL6B;AKT1;AKT2;AKT3;APC;APC2;ARAF;ARID1A;ARID1B;AXIN1;AXIN2;BAD;BAK1;BCL2L1;CCND1;CDK4;CDK6;CDKN1A;CSNK1A1;CSNK1A1L;DPF1;DPF3;DVL1;DVL3;E2F2;EGFR;FRAT1;FZD1;FZD10;FZD2;FZD4;FZD5;FZD7;FZD8;FZD9;GAB1;GADD45A;GADD45B;GRB2;GSTA4;GSTM2;GSTM4;GSTM5;GSTO2;GSTP1;HGF;IGF1R;IGF2;KEAP1;LEF1;LRP5;LRP6;MAP2K2;MAPK3;MET;MGST1;MTOR;MYC;NFE2L2;NQO1;PBRM1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG1;PLCG2;POLK;PRKCA;PRKCB;PRKCG;SHC1;SHC2;SHC3;SHC4;SMAD2;SMAD3;SMARCA2;SMARCA4;SMARCB1;SMARCC2;SMARCD2;SMARCD3;TCF7;TCF7L1;TCF7L2;TERT;TGFA;TGFB2;TGFBR1;TGFBR2;TP53;TXNRD1;TXNRD2;WNT1;WNT10A;WNT10B;WNT11;WNT16;WNT2;WNT2B;WNT3;WNT3A;WNT4;WNT5A;WNT5B;WNT6;WNT7A;WNT7B;WNT9A;WNT9B",111
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04260","Cardiac muscle contraction",0.0036892443824444,"ACTC1;ASPH;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B4;ATP2A1;ATP2A3;CACNA1C;CACNA1D;CACNA1F;CACNA2D1;CACNA2D2;CACNA2D3;CACNA2D4;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;CACNG2;CACNG3;CACNG5;CACNG6;CACNG7;CACNG8;COX4I2;COX5A;COX6A2;COX6B2;COX6C;COX7A1;COX7B;COX7B2;FXYD2;HRC;MYH6;MYH7;MYL2;MYL3;MYL4;RYR2;SLC8A1;SLC8A2;SLC8A3;SLC9A1;SLC9A6;SLC9A7;TNNC1;TNNI3;TNNT2;TPM1;TPM2;TPM3;TPM4;TRDN;UQCRFS1;UQCRQ",61
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04066","HIF-1 signaling pathway",0.00372944928082871,"AKT1;AKT2;AKT3;ALDOA;ALDOB;ALDOC;ANGPT1;ANGPT2;ANGPT4;ARNT;BCL2;CAMK2A;CAMK2B;CAMK2G;CDKN1A;CDKN1B;CREBBP;EDN1;EGF;EGFR;EGLN1;EGLN2;EGLN3;EIF4E1B;EIF4EBP1;ENO1;EPAS1;EPO;ERBB2;FLT1;HK1;HK2;HK3;IFNG;IFNGR1;IFNGR2;IGF1;IGF1R;IL6;IL6R;INS;INSR;LDHA;LDHAL6A;LDHB;LDHC;MAP2K2;MAPK3;MKNK1;MKNK2;MTOR;NFKB1;NOS2;NOS3;PFKFB3;PFKP;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;RELA;RPS6;SERPINE1;SLC2A1;STAT3;TEK;TF;TLR4;VEGFA;VHL",75
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05221","Acute myeloid leukemia",0.00432602594348161,"AKT1;AKT2;AKT3;ARAF;BAD;CCNA1;CCND1;CD14;CEBPA;CEBPE;CSF1R;CSF2;DUSP6;EIF4EBP1;FLT3;GRB2;IKBKB;IKBKG;IL3;ITGAM;JUP;KIT;LEF1;MAP2K2;MAPK3;MPO;MTOR;MYC;NFKB1;PER2;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIM2;PML;PPARD;RARA;RELA;RUNX1;RUNX1T1;SPI1;STAT3;STAT5A;STAT5B;TCF7;TCF7L1;TCF7L2;ZBTB16",49
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04062","Chemokine signaling pathway",0.00437978968040062,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AKT1;AKT2;AKT3;ARRB1;BAD;BCAR1;CCL1;CCL11;CCL13;CCL15;CCL16;CCL18;CCL19;CCL2;CCL22;CCL23;CCL24;CCL28;CCL4;CCL7;CCL8;CCR1;CCR10;CCR4;CCR5;CCR6;CCR7;CCR8;CDC42;CX3CL1;CX3CR1;CXCL1;CXCL10;CXCL12;CXCL14;CXCL2;CXCL5;CXCL6;CXCR1;CXCR2;CXCR3;CXCR5;CXCR6;DOCK2;ELMO1;FGR;FOXO3;GNAI1;GNAI2;GNAQ;GNB1;GNB3;GNB4;GNB5;GNG11;GNG12;GNG2;GNG3;GNG4;GNG7;GNGT1;GNGT2;GRB2;GRK1;GRK4;GRK5;GRK6;GRK7;HCK;IKBKB;IKBKG;ITK;JAK3;LYN;MAPK3;NFKB1;NFKBIB;PAK1;PARD3;PF4V1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIK3R5;PIK3R6;PLCB1;PLCB2;PLCB4;PLCG1;PLCG2;PPBP;PREX1;PRKACA;PRKCB;PRKCZ;PTK2;PTK2B;PXN;RAC1;RAP1A;RASGRP2;RELA;ROCK2;SHC1;SHC2;SHC3;SHC4;SRC;STAT1;STAT3;STAT5B;TIAM1;VAV1;VAV2;WAS;XCL2",124
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04923","Regulation of lipolysis in adipocytes",0.00556116476458995,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;ADORA1;ADRB1;ADRB2;ADRB3;AKT1;AKT2;AKT3;AQP7;CIDEC;GNAI1;GNAI2;GNAS;INS;INSR;IRS1;IRS2;IRS4;LIPE;MGLL;NPR1;NPY;NPY1R;PDE3B;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLIN1;PNPLA2;PRKACA;PRKG1;PRKG2;PTGER3;PTGS2;TSHB;TSHR",43
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04370","VEGF signaling pathway",0.00919539444671641,"AKT1;AKT2;AKT3;BAD;CASP9;CDC42;JMJD7-PLA2G4B;KDR;MAP2K2;MAPK11;MAPK13;MAPK14;MAPK3;MAPKAPK2;NFATC2;NOS3;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D;PLA2G4E;PLA2G4F;PLCG1;PLCG2;PPP3CA;PPP3CC;PPP3R2;PRKCA;PRKCB;PRKCG;PTGS2;PTK2;PXN;RAC1;SHC2;SPHK1;SPHK2;SRC;VEGFA",43
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04071","Sphingolipid signaling pathway",0.0109850755613874,"ABCC1;ACER1;ACER2;ADORA1;ADORA3;AKT1;AKT2;AKT3;ASAH1;BCL2;BDKRB2;BID;CTSD;DEGS1;DEGS2;FCER1A;FYN;GAB2;GNA12;GNA13;GNAI1;GNAI2;GNAQ;KNG1;MAP2K2;MAP3K5;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MS4A2;NFKB1;NOS3;NSMAF;OPRD1;ORMDL3;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCB1;PLCB2;PLCB4;PLD1;PLD2;PPP2CB;PPP2R1A;PPP2R1B;PPP2R2A;PPP2R2B;PPP2R2C;PPP2R2D;PPP2R3A;PPP2R5A;PPP2R5C;PPP2R5D;PPP2R5E;PRKCA;PRKCB;PRKCE;PRKCG;PRKCZ;RAC1;RELA;ROCK2;S1PR1;S1PR3;S1PR5;SGMS1;SGMS2;SGPP2;SPHK1;SPHK2;SPTLC2;SPTLC3;TNF;TNFRSF1A;TP53;TRADD;TRAF2",82
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04976","Bile secretion",0.0112322053658497,"ABCB1;ABCB4;ABCC2;ABCC3;ABCC4;ABCG2;ABCG5;ABCG8;ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AQP1;AQP4;AQP9;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B4;BAAT;CFTR;EPHX1;FXYD2;GNAS;KCNN2;LDLR;NCEH1;NR0B2;NR1H4;PRKACA;RXRA;SCARB1;SCT;SCTR;SLC10A2;SLC22A8;SLC2A1;SLC4A2;SLC4A4;SLC5A1;SLC9A1;SLC9A3;SLCO1A2;SLCO1B1;SULT2A1;UGT1A1;UGT1A10;UGT1A3;UGT1A4;UGT1A5;UGT1A6;UGT1A7;UGT1A8;UGT1A9;UGT2B7",61
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0112322053658497,"AKT1;AKT2;AKT3;ALK;BATF;BATF2;BATF3;CD247;CD274;CD28;CD3G;CD4;CSNK2A2;CSNK2B;EGF;EGFR;EML4;FOS;IFNG;IFNGR1;IFNGR2;IKBKB;IKBKG;JAK1;LAT;LCK;MAP2K2;MAP2K3;MAP2K6;MAPK11;MAPK13;MAPK14;MAPK3;MTOR;NFATC1;NFATC2;NFATC3;NFKB1;NFKBIB;PDCD1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG1;PPP3CA;PPP3CC;PPP3R2;PRKCQ;PTPN11;PTPN6;RELA;STAT1;STAT3;TICAM1;TICAM2;TIRAP;TLR2;TLR4;TLR9;ZAP70",61
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04935","Growth hormone synthesis, secretion and action",0.011853639219502,"ADCY1;ADCY10;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AKT1;AKT2;AKT3;ATF6B;BCAR1;CACNA1C;CACNA1D;CACNA1F;CREB3L1;CREB3L2;CREB3L3;CREB5;CREBBP;FOS;GHR;GHRH;GHRHR;GHSR;GNA11;GNAI1;GNAI2;GNAQ;GNAS;GRB2;IGF1;IGFALS;IGFBP3;IRS1;IRS2;IRS4;ITPR1;ITPR2;ITPR3;MAP2K2;MAP2K3;MAP2K4;MAP2K6;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MRAP2;MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCB1;PLCB2;PLCB4;PLCG1;PLCG2;PRKACA;PRKCA;PRKCB;PRKCG;PTK2;SHC1;SHC2;SHC3;SHC4;SOCS1;SOCS2;SST;SSTR1;SSTR3;SSTR5;STAT1;STAT3;STAT5A;STAT5B",80
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04668","TNF signaling pathway",0.0130975423774456,"AKT1;AKT2;AKT3;ATF6B;BCL3;CASP10;CASP7;CASP8;CCL2;CFLAR;CREB3L1;CREB3L2;CREB3L3;CREB5;CSF1;CSF2;CX3CL1;CXCL1;CXCL10;CXCL2;CXCL5;CXCL6;DAB2IP;EDN1;FADD;FAS;FOS;FRMD8;IKBKB;IKBKG;IL15;IL18R1;IL1B;IL6;ITCH;JAG1;LIF;LTA;MAP2K3;MAP2K4;MAP2K6;MAP3K14;MAP3K5;MAP3K8;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MLKL;MMP14;MMP3;MMP9;NFKB1;NOD2;PGAM5;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PTGS2;RELA;RHBDF1;RHBDF2;RIPK1;RIPK3;TNF;TNFAIP3;TNFRSF1A;TNFRSF1B;TRADD;TRAF1;TRAF2;TRAF3;TRAF5;VCAM1;VEGFC;XIAP",78
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05231","Choline metabolism in cancer",0.0138377234667148,"AKT1;AKT2;AKT3;CHKA;DGKA;DGKB;DGKD;DGKG;DGKI;DGKK;DGKQ;DGKZ;EGF;EGFR;EIF4EBP1;FOS;GRB2;JMJD7-PLA2G4B;LYPLA1;MAP2K2;MAPK10;MAPK3;MTOR;PCYT1A;PCYT1B;PDGFA;PDGFB;PDGFC;PDGFD;PDGFRA;PDGFRB;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PIP5K1A;PIP5K1B;PIP5K1C;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D;PLA2G4E;PLA2G4F;PLCG1;PLD1;PLD2;PRKCA;PRKCB;PRKCG;RAC1;RALGDS;SLC22A2;SLC22A3;SLC22A4;SLC22A5;SLC44A1;SLC44A2;SLC44A3;SLC44A4;SLC5A7;TSC2;WAS;WASF2;WASF3",66
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04970","Salivary secretion",0.0216367988692497,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;ADRA1A;ADRA1B;ADRA1D;ADRB1;ADRB2;ADRB3;AQP5;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B4;ATP2B1;ATP2B2;ATP2B3;ATP2B4;BEST2;BST1;CALML3;CALML4;CALML5;CALML6;CAMP;CD38;CHRM3;CST2;CST5;DMBT1;FXYD2;GNAQ;GNAS;ITPR1;ITPR2;ITPR3;KCNMA1;KCNN4;LPO;MUC5B;NOS1;PLCB1;PLCB2;PLCB4;PRB2;PRH1;PRKACA;PRKCA;PRKCB;PRKCG;PRKG1;PRKG2;RYR3;SLC4A2;SLC9A1;TRPV6;VAMP2",64
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04380","Osteoclast differentiation",0.0217586090964099,"ACP5;AKT1;AKT2;AKT3;ATP2A1;ATP2A3;BLNK;BTK;CALCR;CAMK4;CSF1;CSF1R;CTSK;CYBA;FCGR2B;FHL2;FOS;FOSB;FOSL1;FOSL2;FYN;GAB2;GRB2;IFNG;IFNGR1;IFNGR2;IKBKB;IKBKG;IL1A;IL1B;IL1R1;IRF9;ITGB3;ITPR1;ITPR2;ITPR3;JAK1;LCK;LCP2;LILRA1;LILRA2;LILRA4;LILRA5;LILRB1;LILRB2;LILRB4;LILRB5;MAP2K6;MAP3K14;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MITF;NFATC1;NFATC2;NFKB1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG2;PPARG;PPP3CA;PPP3CC;PPP3R2;RAC1;RELA;RELB;SIRPA;SIRPB1;SIRPG;SOCS1;SPI1;SQSTM1;STAT1;SYK;TEC;TGFB2;TGFBR1;TGFBR2;TMEM64;TNF;TNFRSF11B;TNFRSF1A;TNFSF11;TRAF2;TREM2;TYK2;TYROBP",91
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04931","Insulin resistance",0.0225027556202606,"ACACB;AGT;AKT1;AKT2;AKT3;CD36;CPT1A;CPT1B;CREB3L1;CREB3L2;CREB3L3;CREB5;CRTC2;FOXO1;GFPT2;GYS1;GYS2;IKBKB;IL6;INS;INSR;IRS1;IRS2;MAPK10;MLX;MLXIP;MLXIPL;MTOR;NFKB1;NOS3;NR1H2;NR1H3;PCK1;PCK2;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PPARGC1A;PPARGC1B;PPP1CC;PPP1R3D;PRKAA1;PRKAG2;PRKAG3;PRKCB;PRKCE;PRKCQ;PRKCZ;PTPN1;PTPN11;PTPRF;PYGB;PYGL;PYGM;RELA;RPS6KA1;RPS6KA2;RPS6KA3;SLC27A1;SLC27A3;SLC27A4;SLC27A6;SLC2A1;SLC2A2;SLC2A4;SREBF1;STAT3;TNF;TNFRSF1A",71
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04723","Retrograde endocannabinoid signaling",0.0263778561120399,"ABHD6;ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1F;CNR1;DAGLA;DAGLB;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GABRQ;GABRR1;GABRR2;GABRR3;GNAI1;GNAI2;GNAO1;GNAQ;GNB1;GNB3;GNB4;GNB5;GNG11;GNG12;GNG2;GNG3;GNG4;GNG7;GNGT1;GNGT2;GRIA1;GRIA2;GRIA3;GRIA4;GRM1;GRM5;ITPR1;ITPR2;ITPR3;KCNJ3;KCNJ5;KCNJ6;KCNJ9;MAPK10;MAPK11;MAPK13;MAPK14;MAPK3;MGLL;NAPEPLD;NDUFA1;NDUFA11;NDUFA12;NDUFA13;NDUFA7;NDUFB7;NDUFC2;NDUFS2;NDUFS5;NDUFS7;PLCB1;PLCB2;PLCB4;PRKACA;PRKCA;PRKCB;PRKCG;PTGS2;RIMS1;SLC17A6;SLC17A7;SLC17A8;SLC32A1",94
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04210","Apoptosis",0.0265544395375342,"AIFM1;AKT1;AKT2;AKT3;ATM;BAD;BAK1;BBC3;BCL2;BCL2L1;BCL2L11;BID;BIRC5;CAPN1;CAPN2;CASP10;CASP12;CASP2;CASP7;CASP8;CASP9;CFLAR;CSF2RB;CTSB;CTSC;CTSD;CTSF;CTSK;CTSS;CTSW;CTSZ;DAB2IP;DAXX;DDIT3;DFFA;DFFB;ENDOG;ERN1;FADD;FAS;FOS;GADD45A;GADD45B;HRK;IKBKB;IKBKG;IL3;ITPR1;ITPR2;ITPR3;LMNA;LMNB2;MAP2K2;MAP3K14;MAP3K5;MAPK10;MAPK3;MCL1;NFKB1;NGF;NTRK1;PARP1;PARP4;PDPK1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PMAIP1;PRF1;RELA;RIPK1;TNF;TNFRSF10A;TNFRSF1A;TNFSF10;TP53;TP53AIP1;TRADD;TRAF1;TRAF2;TUBA1A;TUBA1C;TUBA3C;TUBA4A;TUBA8;XIAP",87
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04012","ErbB signaling pathway",0.0268033995534896,"ABL1;ABL2;AKT1;AKT2;AKT3;ARAF;BAD;BTC;CAMK2A;CAMK2B;CAMK2G;CBL;CDKN1A;CDKN1B;EGF;EGFR;EIF4EBP1;ERBB2;ERBB3;ERBB4;EREG;GAB1;GRB2;HBEGF;MAP2K2;MAP2K4;MAPK10;MAPK3;MTOR;MYC;NCK2;NRG1;NRG2;NRG3;PAK1;PAK2;PAK3;PAK4;PAK6;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCG1;PLCG2;PRKCA;PRKCB;PRKCG;PTK2;SHC1;SHC2;SHC3;SHC4;SRC;STAT5A;STAT5B;TGFA",57
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04218","Cellular senescence",0.0331003566072547,"AKT1;AKT2;AKT3;ATM;BTRC;CACNA1D;CALML3;CALML4;CALML5;CALML6;CAPN1;CAPN2;CCNA1;CCNB3;CCND1;CCND2;CCND3;CCNE1;CDC25A;CDK2;CDK4;CDK6;CDKN1A;CDKN2B;E2F2;E2F4;E2F5;EIF4EBP1;ETS1;FBXW11;FOXO1;FOXO3;GADD45A;GADD45B;GATA4;HIPK1;HIPK2;HIPK3;HLA-E;HLA-F;HLA-G;HUS1;IGFBP3;IL1A;IL6;ITPR1;ITPR2;ITPR3;KIR2DL4;LIN9;MAP2K2;MAP2K3;MAP2K6;MAPK11;MAPK13;MAPK14;MAPK3;MAPKAPK2;MRAS;MTOR;MYBL2;MYC;NFATC1;NFATC2;NFATC3;NFATC4;NFKB1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PPP1CC;PPP3CA;PPP3CC;PPP3R2;RAD1;RAD9A;RAD9B;RASSF5;RBBP4;RBL1;RBL2;RELA;RRAS;SERPINE1;SLC25A5;SMAD2;SMAD3;SQSTM1;TGFB2;TGFBR1;TGFBR2;TP53;TRAF3IP2;TRPV4;TSC2;VDAC1;ZFP36L1",98
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05163","Human cytomegalovirus infection",0.0331003566072547,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AKAP13;AKT1;AKT2;AKT3;ARHGEF1;ARHGEF11;ARHGEF12;ATF6B;B2M;BAK1;BCAR1;BID;CALML3;CALML4;CALML5;CALML6;CASP8;CASP9;CCL2;CCL4;CCND1;CCR1;CCR5;CDK4;CDK6;CDKN1A;CREB3L1;CREB3L2;CREB3L3;CREB5;CX3CL1;CXCL12;CXCR2;E2F2;EGFR;EIF4EBP1;FADD;FAS;GNA11;GNA12;GNA13;GNAI1;GNAI2;GNAO1;GNAQ;GNAS;GNB1;GNB3;GNB4;GNB5;GNG11;GNG12;GNG2;GNG3;GNG4;GNG7;GNGT1;GNGT2;GRB2;HLA-E;HLA-F;HLA-G;IFNA14;IFNA8;IKBKB;IKBKG;IL10RA;IL10RB;IL1B;IL1R1;IL6;IL6R;ITGB3;ITPR1;ITPR2;ITPR3;JAK1;MAP2K2;MAP2K6;MAPK11;MAPK13;MAPK14;MAPK3;MTOR;MYC;NFATC1;NFATC2;NFATC3;NFATC4;NFKB1;PDGFRA;PDIA3;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLCB1;PLCB2;PLCB4;PPP3CA;PPP3CC;PPP3R2;PRKACA;PRKCA;PRKCB;PRKCG;PTGER1;PTGER2;PTGER3;PTGER4;PTGS2;PTK2;PTK2B;PXN;RAC1;RELA;RIPK1;ROCK2;SRC;STAT3;TAP1;TAP2;TAPBP;TNF;TNFRSF1A;TP53;TRADD;TRAF2;TRAF5;TSC2;VEGFA",138
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05166","Human T-cell leukemia virus 1 infection",0.0364435153302899,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AKT1;AKT2;AKT3;ANAPC13;ANAPC2;ANAPC7;ATF6B;ATM;B2M;BCL2L1;BUB1B;BUB3;CANX;CCNA1;CCND1;CCND2;CCND3;CCNE1;CD3G;CD4;CD40;CDC20;CDC27;CDK2;CDK4;CDKN1A;CDKN2B;CREB3L1;CREB3L2;CREB3L3;CREB5;CREBBP;CRTC1;CRTC2;CRTC3;CSF2;E2F2;EGR1;EGR2;ELK4;ETS1;ETS2;FDPS;FOS;FOSL1;HLA-DMA;HLA-DMB;HLA-DOA;HLA-DOB;HLA-DPA1;HLA-DPB1;HLA-DQA2;HLA-DQB2;HLA-DRA;HLA-E;HLA-F;HLA-G;IKBKB;IKBKG;IL15;IL15RA;IL1R1;IL1R2;IL2RA;IL2RB;IL2RG;IL6;ITGAL;ITGB2;JAK1;JAK3;KAT2A;KAT2B;LCK;LTA;MAD1L1;MAP2K2;MAP2K4;MAP3K14;MAPK10;MAPK3;MMP7;MSX1;MSX2;MYC;NFATC1;NFATC2;NFATC3;NFATC4;NFKB1;NRP1;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PPP3CA;PPP3CC;PPP3R2;PRKACA;PTTG1;RANBP1;RANBP3;RELA;RELB;SLC25A5;SLC2A1;SMAD2;SMAD3;SPI1;SRF;STAT5A;STAT5B;TBPL1;TBPL2;TCF3;TERT;TGFB2;TGFBR1;TGFBR2;TLN1;TLN2;TNF;TNFRSF1A;TP53;TRRAP;VAC14;VDAC1;XIAP;XPO1",136
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04913","Ovarian steroidogenesis",0.0365900428928323,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;ALOX5;BMP15;BMP6;CYP11A1;CYP17A1;CYP19A1;CYP1A1;CYP1B1;FSHB;GNAS;HSD17B1;HSD17B2;IGF1;IGF1R;INS;INSR;JMJD7-PLA2G4B;LDLR;LHCGR;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D;PLA2G4E;PLA2G4F;PRKACA;PTGS2;SCARB1;STAR",36
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa05418","Fluid shear stress and atherosclerosis",0.0369535206150324,"ACVR1;ACVR2A;ACVR2B;AKT1;AKT2;AKT3;ARHGEF2;ASS1;BCL2;BMP4;BMPR1A;BMPR1B;BMPR2;CALML3;CALML4;CALML5;CALML6;CAV1;CAV2;CAV3;CCL2;CDH5;CYBA;DUSP1;EDN1;FOS;GPC1;GSTA4;GSTM2;GSTM4;GSTM5;GSTO2;GSTP1;HSP90AA1;IFNG;IKBKB;IKBKG;IL1A;IL1B;IL1R1;IL1R2;ITGA2B;ITGB3;KDR;KEAP1;KLF2;MAP2K4;MAP2K6;MAP3K5;MAPK10;MAPK11;MAPK13;MAPK14;MEF2A;MEF2C;MGST1;MMP2;MMP9;NFE2L2;NFKB1;NOS3;NPPC;NQO1;PDGFA;PDGFB;PIAS4;PIK3CA;PIK3CB;PIK3CD;PIK3R1;PLAT;PRKAA1;PRKCZ;PTK2;RAC1;RELA;SDC1;SDC2;SDC4;SQSTM1;SRC;SUMO3;THBD;TNF;TNFRSF1A;TP53;TRPV4;VCAM1;VEGFA",89
"Epigenetics","KEGG","Module_1__receptor_secretion","hsa04972","Pancreatic secretion",0.0382794371339664,"ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B4;ATP2A1;ATP2A3;ATP2B1;ATP2B2;ATP2B3;ATP2B4;BST1;CCK;CCKAR;CD38;CFTR;CHRM3;CLCA1;CLCA2;CPA1;CPA2;CPA3;CTRL;FXYD2;GNAQ;GNAS;ITPR1;ITPR2;ITPR3;KCNMA1;KCNQ1;PLA2G1B;PLA2G2A;PLA2G2C;PLA2G2D;PLA2G3;PLA2G5;PLCB1;PLCB2;PLCB4;PNLIP;PNLIPRP1;PRKCA;PRKCB;PRKCG;PRSS1;RAB27B;RAB3D;RAB8A;RAC1;RAP1A;RYR2;SCT;SCTR;SLC4A2;SLC4A4;SLC9A1;TPCN2;TRPC1",68
